,IncomeRevenues,IncomeCostOfSales,IncomeDistributionExpenses,IncomeAdministrativExpenses,IncomeGrossProfit,IncomeOtherOperatingIncome,IncomeOtherOperatingCosts,IncomeEBIT,IncomeFinanceIncome,IncomeFinanceCosts,IncomeOtherIncome,IncomeNetGrossProfit,IncomeExtraordinarProfit,IncomeBeforeTaxProfit,IncomeDiscontinuedProfit,IncomeNetProfit,IncomeShareholderNetProfit,BalanceNoncurrentAssets,BalanceIntangibleAssets,BalanceProperty,BalanceNoncurrentReceivables,BalanceNoncurrInvestments,BalanceOtherNoncurrentAssets,BalanceCurrentAssets,BalanceInventory,BalanceCurrentReceivables,BalanceCurrentInvestments,BalanceCash,BalanceOtherCurrentAssets,BalanceAssetsForSale,BalanceTotalAssets,BalanceCapital,BalanceShareCapital,BalanceOwnShares,BalanceReserve,BalanceNonshareCapital,BalanceNoncurrentLiabilities,BalanceNoncurrentTradeLiabilities,BalanceNoncurrentBorrowings,BalanceNoncurrentObligations,BalanceNoncurrentLeasing,BalanceNoncurrentOtherLiabilities,BalanceCurrentLiabilities,BalanceCurrentTradePayablesv,BalanceCurrentBorrowings,BalanceCurrentObligations,BalanceCurrentLeasing,BalanceCurrentOtherLiabilities,BalanceReckoning,BalanceTotalEquityAndLiabilities,CashflowOperatingCashflow,CashflowAmortization,CashflowInvestingCashflow,CashflowCapex,CashflowFinancingCashflow,CashflowShareCapitalCash,CashflowDividend,CashflowNetCashflow,QuoteCurrent,ShareAmountCurrent,WKCurrent,CWKCurrent,WKGrahamCurrent,CWKGrahamCurrent,PCurrent,CPCurrent,ZCurrent,CZCurrent,ZOCurrent,CZOCurrent,EVCurrent,EVPCurrent,EVEBITCurrent,EVEBITDACurrent,DTAR,CG,LDER,PZAT,PELDR,TSF,ZKO,OSF,NetDebt,NetDebtEBITDA,DebtFin,DebtFinEBITDA,SP1,SP2,CAR,QR,CR,PP,RCLR,KP,PKKO,RN,CRN,CPZ,RZ,CRZ,RMO,RMT,RM,COP,CSP,Price
MOJ,4101000.0,2823000.0,325000.0,1168000.0,-215000.0,121000.0,358000.0,-452000.0,746000.0,60000.0,-23000.0,53000.0,,53000.0,,79000.0,79000.0,19714000.0,159000.0,4596000.0,7200000.0,7084000.0,215000.0,18915000.0,6827000.0,10708000.0,183000.0,472000.0,683000.0,,41982000.0,33548000.0,8559000.0,,24762000.0,,3694000.0,3419000.0,2904000.0,,,128000.0,8504000.0,6864000.0,404000.0,,,-18979000.0,157000.0,63176000.0,3000.0,372000.0,239000.0,72000.0,-247000.0,0.0,0.0,-169000.0,580.0,8559000000.0,3700.0,160.0,1400.0,410.0,2080.0,280.0,50.0,10980.0,-50.0,19320.0,540.0,260.0,-12070.0,4720.0,100.0,120.0,10.0,11400.0,1630.0,910.0,240.0,380.0,2659000000.0,2700.0,-319000000.0,-320.0,1610.0,1630.0,100.0,3300.0,4740.0,320.0,2810.0,350.0,1160.0,1830.0,199000.0,79000.0,2280.0,160000.0,940.0,1040.0,490.0,359000.0,280000.0,3.2845238095238094
MOL,15223682000.0,,,,1388018000.0,458082000.0,1159958000.0,686143000.0,-247669000.0,439508000.0,44319000.0,639426000.0,,639426000.0,,547055000.0,479477000.0,44267625000.0,4531044000.0,29979446000.0,,3815972000.0,12472649000.0,5857293000.0,8567010000.0,2084976000.0,2046369000.0,1144649000.0,33551170000.0,19300617000.0,1108828000.0,,22496913000.0,4395667000.0,14045266000.0,2431655000.0,6964399000.0,,4172018000.0,15881067000.0,15114246000.0,6821557000.0,,,3915529000.0,,53896225000.0,,,,1996444000.0,982042000.0,-1148877000.0,1179155000.0,-1563715000.0,0.0,15000.0,-94742000.0,36000.0,836152509000.0,23520.0,1530.0,-23130.0,20400.0,59170.0,610.0,1640.0,21950.0,4220.0,8520.0,52980.0,900.0,12540.0,6630.0,560.0,1800.0,980.0,2009.0,840.0,620.0,2200.0,930.0,2151329000000000.0,4890.0,934040000000000.0,2130.0,420.0,840.0,170.0,690.0,1000.0,170.0,410.0,0.0,0.0,7430.0,49000.0,107000.0,,,2660.0,1220.0,830.0,,,244.03423520923516
MON,31897000.0,16612000.0,16331000.0,2954000.0,-4000000.0,1329000.0,19028000.0,-21699000.0,3031000.0,699000.0,0.0,-969000.0,,-969000.0,,20609000.0,20609000.0,30266000.0,484000.0,40664000.0,,185000.0,17341000.0,22469000.0,10889000.0,0.0,47787000.0,444000.0,21859000.0,92201000.0,1338000.0,,64976000.0,0.0,653000.0,,21771000.0,,,32374000.0,28221000.0,24056000.0,,,10023000.0,1000000.0,193428000.0,,,,1004000.0,1157000.0,1066000.0,381000.0,2924000.0,-47000.0,,19400000.0,5520.0,13381273000.0,-3840.0,1560.0,-8450.0,32330.0,12160.0,450.0,-8560.0,5660.0,-6040.0,3950.0,11650.0,960.0,-1930.0,-2100.0,1440.0,-3280.0,-10.0,41590.0,-1510.0,-430.0,3050.0,-4700.0,150268000000.0,-2020.0,81999000000.0,-1100.0,-1540.0,-1520.0,100.0,170.0,330.0,110.0,60.0,-960.0,-1380.0,10930.0,33000.0,314000.0,2390.0,153000.0,2600.0,2860.0,1160.0,186000.0,-128000.0,0.9192741702741705
MPH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRB,51630000.0,43369000.0,84000.0,2140000.0,6037000.0,1219000.0,1098000.0,6158000.0,1000.0,2835000.0,-22000.0,1756000.0,,-3285000.0,,-2018000.0,-4767000.0,70821000.0,44000.0,134939000.0,,20689000.0,3383000.0,325648000.0,183417000.0,103857000.0,940000.0,15628000.0,160119000.0,,804517000.0,238400000.0,8249000.0,,221177000.0,49232000.0,205710000.0,46050000.0,223423000.0,,,73943000.0,64781000.0,323630000.0,,,439000.0,34872000.0,610878000.0,,-14199000.0,1626000.0,2174000.0,-4836000.0,15506000.0,19648000.0,,-945000.0,1070.0,45000000000.0,1690.0,630.0,120.0,9080.0,4770.0,220.0,310.0,3450.0,550.0,1950.0,970.0,200.0,1760.0,1380.0,730.0,2690.0,1320.0,690.0,2650.0,630.0,970.0,1050.0,200362000000.0,6370.0,-4675000000.0,-150.0,1070.0,2490.0,40.0,620.0,2009.0,40.0,470.0,380.0,610.0,3590.0,102000.0,173000.0,1680.0,217000.0,1180.0,2950.0,840.0,319000.0,146000.0,2.8697409812409815
MRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSP,53847000.0,47856000.0,,3018000.0,2973000.0,13000.0,1067000.0,1919000.0,78000.0,119000.0,,3273000.0,,3273000.0,,1548000.0,1548000.0,37555000.0,562000.0,18477000.0,,17463000.0,6469000.0,61728000.0,5628000.0,20901000.0,,8615000.0,19001000.0,,88839000.0,55387000.0,20000000.0,,32809000.0,,5858000.0,1738000.0,33000.0,,,3662000.0,13370000.0,10523000.0,1154000.0,,,1696000.0,2756000.0,61738000.0,-22457000.0,839000.0,-1318000.0,1322000.0,-8552000.0,,0.0,-4529000.0,4840.0,2000000000.0,35660.0,140.0,16890.0,290.0,80540.0,60.0,10250.0,470.0,7360.0,660.0,3900.0,50.0,530.0,440.0,390.0,650.0,200.0,1320.0,2310.0,730.0,580.0,1100.0,44159000000.0,2480.0,-1884000000.0,-110.0,1900.0,2270.0,60.0,2310.0,2490.0,60.0,1390.0,410.0,360.0,4200.0,87000.0,68000.0,31050.0,12000.0,2130.0,5330.0,1520.0,99000.0,31000.0,60.500367965367964
MSW,768014000.0,656293000.0,1258000.0,21929000.0,7054000.0,10926000.0,5842000.0,12138000.0,3436000.0,3502000.0,-1717000.0,-132413000.0,,-132413000.0,,-2214000.0,-3170000.0,408563000.0,6723000.0,116312000.0,4647000.0,10447000.0,708751000.0,35724000.0,609388000.0,10000.0,215780000.0,421702000.0,480381000.0,304041000.0,44801000.0,,330173000.0,25861000.0,240513000.0,,193121000.0,,2389000.0,421188000.0,317402000.0,99222000.0,,,251678000.0,352650000.0,1389274000.0,,,,1014000.0,7378000.0,-28913000.0,40050000.0,-4873000.0,0.0,28000000.0,-69402000.0,2500.0,20000000000.0,24120.0,100.0,8150.0,310.0,135610.0,20.0,5870.0,430.0,9060.0,280.0,-14430.0,-110.0,-1590.0,-1380.0,630.0,1970.0,260.0,2310.0,2340.0,400.0,850.0,1050.0,518377000000.0,2480.0,-338624000000.0,-1620.0,1230.0,1540.0,520.0,930.0,1350.0,520.0,560.0,190.0,120.0,5000.0,73000.0,124000.0,57250.0,6000.0,2340.0,8590.0,1840.0,79000.0,-45000.0,67.4299531024531
MSZ,253922000.0,230521000.0,93000.0,10537000.0,-1342000.0,2902000.0,846000.0,714000.0,746000.0,4206000.0,-324000.0,19263000.0,,19263000.0,-4027000.0,1735000.0,1327000.0,262696000.0,2445000.0,153685000.0,38000.0,1974000.0,362465000.0,45827000.0,135951000.0,5575000.0,36032000.0,51973000.0,383317000.0,224579000.0,149131000.0,-21516000.0,99572000.0,2680000.0,38444000.0,8009000.0,7145000.0,,25312000.0,305507000.0,108445000.0,26556000.0,,,68142000.0,19813000.0,435109000.0,,,,65236000.0,6190000.0,-13597000.0,11093000.0,-12354000.0,1000.0,605000.0,6625000.0,230.0,149130538000.0,1620.0,140.0,-110.0,830.0,6600.0,30.0,260.0,900.0,370.0,620.0,-400.0,-60.0,-1080.0,-790.0,580.0,1500.0,150.0,7100.0,1140.0,450.0,1050.0,910.0,247835000000.0,3280.0,-93799000000.0,-1240.0,860.0,1000.0,340.0,860.0,1060.0,350.0,520.0,30.0,20.0,4970.0,73000.0,133000.0,25370.0,14000.0,2650.0,3560.0,1520.0,87000.0,-46000.0,4.26352380952381
MTL,31307000.0,24258000.0,1882000.0,4156000.0,1011000.0,244000.0,9852000.0,-3990000.0,61000.0,136000.0,,1056000.0,,1056000.0,,487000.0,487000.0,20545000.0,908000.0,296207000.0,204359000.0,343000.0,23621000.0,14000.0,14994000.0,0.0,6232000.0,4794000.0,1492000.0,320106000.0,607000.0,130849000.0,11438000.0,220472000.0,0.0,,78494000.0,,,22943000.0,9358000.0,0.0,145769000.0,,2859000.0,0.0,0.0,,,,3787000.0,1271000.0,1386000.0,-2252000.0,-1700000.0,0.0,-23000.0,4383000.0,740.0,1816503000.0,23390.0,30.0,1280.0,580.0,100780.0,10.0,2820.0,260.0,4640.0,160.0,8380.0,80.0,1810.0,840.0,500.0,990.0,110.0,4090.0,1180.0,560.0,950.0,1000.0,40169000000.0,2220.0,13887000000.0,770.0,1060.0,1180.0,30.0,1190.0,1190.0,50.0,1130.0,80.0,50.0,3370.0,108000.0,103000.0,634990.0,1000.0,3140.0,4740.0,1890.0,109000.0,6000.0,9.628044733044733
MVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWT,3033000.0,7040000.0,,1815000.0,3960000.0,64000.0,42000.0,3982000.0,91000.0,20000.0,,4053000.0,,4053000.0,,3339000.0,3339000.0,6859000.0,2000.0,1997000.0,37549000.0,353293000.0,6814000.0,214709000.0,,,145111000.0,2721000.0,586000.0,41195000.0,25934000.0,819000.0,838000.0,25217000.0,,2985000.0,21027000.0,83625000.0,,,33000.0,247366000.0,,90790000.0,64660000.0,,976000.0,,465424000.0,,2069000.0,90000.0,0.0,30000.0,19217000.0,,,-11373000.0,2800.0,8188600000.0,3550.0,790.0,2720.0,1030.0,1280.0,2190.0,350.0,8020.0,450.0,6190.0,6250.0,4890.0,13830.0,12610.0,540.0,1160.0,130.0,740.0,4800.0,520.0,600.0,2560.0,-22214000000.0,-5470.0,28267000000.0,6960.0,4240.0,4800.0,160.0,1870.0,1870.0,1870.0,1300.0,410.0,-72900.0,290.0,1268000.0,874000.0,224330.0,2000.0,220.0,1310.0,190.0,1328000.0,527000.0,3.085466810966811
MXC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZA,19674000.0,13759000.0,3928000.0,2904000.0,-917000.0,3034000.0,109000.0,2008000.0,76000.0,-62000.0,0.0,-893000.0,10000.0,-99000.0,,-83000.0,340000.0,12688000.0,613000.0,6781000.0,,10000.0,3294000.0,18924000.0,12897000.0,3842000.0,4609000.0,95000.0,159000.0,42519000.0,20597000.0,5827000.0,,21746000.0,-10000.0,2409000.0,59000.0,,,,4002000.0,12905000.0,10992000.0,,,,782000.0,45998000.0,41197000.0,,-982000.0,559000.0,-124000.0,213000.0,966000.0,206000.0,,1114000.0,2900.0,2913489000.0,9020.0,320.0,5610.0,520.0,14620.0,200.0,150.0,19930.0,-40.0,4500.0,2750.0,190.0,-72250.0,5180.0,470.0,1020.0,260.0,1580.0,2460.0,580.0,620.0,1220.0,26415000000.0,17080.0,-429000000.0,-280.0,1960.0,2460.0,20.0,1240.0,2150.0,20.0,1210.0,410.0,900.0,2220.0,165000.0,158000.0,1310.0,278000.0,1040.0,3210.0,790.0,443000.0,285000.0,7.718118326118326
MZN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT,28472000.0,17663000.0,8306000.0,1592000.0,6000.0,402000.0,382000.0,26000.0,-548000.0,268000.0,,545000.0,-2000.0,-5361000.0,,-1321000.0,-1022000.0,77084000.0,10611000.0,57377000.0,260000.0,14000.0,50397000.0,14342000.0,21197000.0,,1058000.0,3298000.0,,102525000.0,31135000.0,640000.0,5044000.0,0.0,16445000.0,692000.0,19653000.0,,,685000.0,65553000.0,19522000.0,13150000.0,,3000.0,0.0,80665000.0,95625000.0,,,2885000.0,167000.0,3130000.0,540000.0,-621000.0,812000.0,0.0,246000.0,4700.0,3200000000.0,13240.0,360.0,-11280.0,1500.0,35970.0,130.0,160.0,28650.0,830.0,5670.0,16290.0,450.0,19640.0,19640.0,640.0,1750.0,330.0,4720.0,740.0,490.0,1950.0,1060.0,73535000000.0,27720.0,37074000000.0,13970.0,540.0,720.0,10.0,410.0,630.0,10.0,350.0,-190.0,-310.0,5110.0,71000.0,188000.0,5250.0,70000.0,2800.0,1460.0,960.0,141000.0,-47000.0,1.3666695526695527
NEM,33768000.0,28688000.0,4742000.0,-803000.0,1141000.0,39000.0,0.0,1738000.0,23000.0,261000.0,571000.0,1723000.0,,1723000.0,,1308000.0,1308000.0,63591000.0,29199000.0,4912000.0,,17052000.0,2171000.0,0.0,8304000.0,150000.0,2341000.0,1596000.0,,174978000.0,800000.0,925000.0,12626000.0,415000.0,7366000.0,,5459000.0,,,5889000.0,32519000.0,24160000.0,1935000.0,,60000.0,0.0,75067000.0,200959000.0,,,-22265000.0,223000.0,7147000.0,-6638000.0,-108000.0,-12000.0,,1330000.0,9600.0,12150000000.0,3970.0,2420.0,-760.0,28980.0,10980.0,870.0,650.0,14870.0,340.0,27950.0,10120.0,920.0,29460.0,24480.0,370.0,590.0,220.0,460.0,1120.0,770.0,1470.0,1250.0,25596000000.0,5100.0,6305000000.0,1260.0,850.0,1040.0,160.0,840.0,1090.0,170.0,890.0,20.0,10.0,7940.0,46000.0,57000.0,32009.0,11000.0,6100.0,2620.0,1820.0,57000.0,0.0,6.6638730158730155
NET,386246000.0,249448000.0,84799000.0,43971000.0,8028000.0,8958000.0,1768000.0,15218000.0,2268000.0,5451000.0,0.0,22805000.0,,22805000.0,,15556000.0,15556000.0,1898753000.0,388811000.0,1422301000.0,676000.0,115000.0,123616000.0,452774000.0,5314000.0,255858000.0,64000.0,126524000.0,34216000.0,26770000.0,2571295000.0,2041272000.0,348099000.0,1439000.0,5600000.0,10763000.0,3509000.0,259000.0,,,21744000.0,293648000.0,248791000.0,31000.0,,,2768000.0,38271000.0,2537800000.0,,62829000.0,75384000.0,-48051000.0,59611000.0,-1814000.0,0.0,0.0,36771000.0,4680.0,389277294000.0,5210.0,900.0,330.0,14310.0,3870.0,1210.0,230.0,20540.0,40.0,127690.0,4210.0,1090.0,114850.0,5240.0,130.0,160.0,10.0,65410.0,1100.0,870.0,710.0,760.0,69600000000.0,220.0,-183106000000.0,-590.0,1070.0,1080.0,630.0,1380.0,1510.0,840.0,590.0,60.0,210.0,9280.0,39000.0,69000.0,236990.0,2000.0,3770.0,810.0,670.0,41000.0,-28000.0,4.394490620490621
NEU,1583810000.0,1461465000.0,66669000.0,44008000.0,11668000.0,9764000.0,12918000.0,8514000.0,2346000.0,7167000.0,-8000.0,14331000.0,,14331000.0,,14218000.0,14824000.0,362487000.0,110808000.0,272911000.0,17700000.0,2279000.0,6749000.0,164725000.0,410687000.0,154000.0,8368000.0,3538000.0,10671000.0,2644081000.0,2702000.0,4639000.0,150249000.0,45954000.0,118322000.0,,67479000.0,,,2106000.0,2051831000.0,1817462000.0,361980000.0,,1696000.0,3059000.0,0.0,2910773000.0,,,40931000.0,6210000.0,-5348000.0,9034000.0,-36759000.0,0.0,0.0,-3946000.0,244000.0,4415912000.0,46260.0,5270.0,-32000.0,402850.0,1274160.0,190.0,8230.0,29650.0,12900.0,18920.0,324450.0,250.0,25160.0,18540.0,890.0,8740.0,510.0,2210.0,840.0,150.0,1090.0,610.0,1758850000000.0,22760.0,355251000000.0,4600.0,560.0,840.0,10.0,440.0,980.0,20.0,420.0,-20.0,-10.0,9010.0,41000.0,90000.0,7340.0,50000.0,4130.0,16360.0,3300.0,91000.0,1000.0,70.83566738816738
NNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NTT,142615000.0,129837000.0,11423000.0,1272000.0,83000.0,1151000.0,863000.0,371000.0,10000.0,3063000.0,-35000.0,198000.0,,198000.0,,126000.0,126000.0,60280000.0,31598000.0,25270000.0,,1537000.0,3292000.0,118780000.0,76367000.0,0.0,13546000.0,1080000.0,70000.0,247846000.0,127846000.0,83100000.0,,43613000.0,,2648000.0,3000.0,,,4617000.0,77740000.0,86892000.0,19010000.0,,,6338000.0,7282000.0,248951000.0,,,2239000.0,416000.0,102000.0,429000.0,-2607000.0,2105000.0,0.0,-652000.0,2580.0,13850000000.0,8770.0,290.0,4430.0,580.0,35560.0,70.0,-280.0,145850.0,-160.0,6310.0,3140.0,90.0,-19180.0,-48340.0,380.0,610.0,20.0,10200.0,2060.0,630.0,550.0,1100.0,72811000000.0,-80810.0,7819000000.0,-8680.0,2020.0,2060.0,20.0,1090.0,1890.0,20.0,1010.0,330.0,140.0,7350.0,50000.0,58000.0,7430.0,49000.0,3380.0,8290.0,2400.0,99000.0,41000.0,1.1449531024531023
NTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVA,40878000.0,37880000.0,135000.0,717000.0,2146000.0,129000.0,260000.0,2015000.0,230000.0,197000.0,,3130000.0,,8863000.0,,7354000.0,7354000.0,148941000.0,3133000.0,133543000.0,2038000.0,9240000.0,2183000.0,67120000.0,337000.0,26043000.0,19970000.0,30168000.0,6925000.0,,835422000.0,336119000.0,10000000.0,-577000.0,317856000.0,,369751000.0,2059000.0,,,7735000.0,67377000.0,66200000.0,,,,114180000.0,2723000.0,788772000.0,,18417000.0,498000.0,-12645000.0,4140000.0,-368000.0,0.0,,2962000.0,17500.0,8000000000.0,20120.0,870.0,1500.0,11680.0,19700.0,890.0,2330.0,7520.0,2810.0,6230.0,17500.0,890.0,6230.0,5740.0,240.0,320.0,60.0,14020.0,1200.0,800.0,810.0,880.0,23238000000.0,950.0,-23531000000.0,-1030.0,1080.0,1140.0,1030.0,1290.0,1500.0,680.0,440.0,100.0,170.0,6490.0,56000.0,75000.0,1177970.0,0.0,2310.0,1210.0,790.0,110000.0,44000.0,25.151285714285716
NVT,20365000.0,16692000.0,881000.0,1794000.0,998000.0,30000.0,21000.0,1007000.0,231000.0,119000.0,,1119000.0,-66000.0,1817000.0,,1444000.0,1444000.0,66719000.0,240000.0,77685000.0,,1000.0,945000.0,40747000.0,13893000.0,16578000.0,368000.0,121000.0,,104795000.0,80395000.0,5000000.0,-1000000.0,33846000.0,,7274000.0,120000.0,122000.0,,9732000.0,10989000.0,9477000.0,2519000.0,,,689000.0,,96038000.0,,,2163000.0,1672000.0,3655000.0,749000.0,-6929000.0,-1588000.0,2214000.0,-145000.0,46500.0,2500000000.0,26140.0,1780.0,-1380.0,,33120.0,1400.0,2330.0,19920.0,3260.0,14260.0,48330.0,1460.0,14820.0,8180.0,250.0,330.0,170.0,6260.0,1110.0,870.0,1190.0,1130.0,18878000000.0,1280.0,4568000000.0,310.0,950.0,1110.0,270.0,890.0,1670.0,270.0,620.0,80.0,130.0,9700.0,38000.0,74000.0,6210.0,59000.0,3580.0,1160.0,880.0,97000.0,23000.0,31.420316738816734
NWG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OBL,67367000.0,51493000.0,794000.0,4424000.0,10656000.0,3266000.0,274000.0,13648000.0,1364000.0,2005000.0,,10349000.0,,10349000.0,,7914000.0,7962000.0,81436000.0,2575000.0,124375000.0,114000.0,3145000.0,138524000.0,91252000.0,65963000.0,889000.0,3947000.0,,1506000.0,52950000.0,7156000.0,0.0,249343000.0,3311000.0,47658000.0,,7745000.0,,,31555000.0,78367000.0,2362000.0,,,1623000.0,66569000.0,364406000.0,,,,-18390000.0,1861000.0,-1910000.0,3637000.0,269000.0,1128000.0,,5396000.0,12650.0,16641840000.0,10560.0,1200.0,5560.0,2280.0,11930.0,1060.0,870.0,14470.0,1130.0,11180.0,12080.0,1010.0,10680.0,7710.0,270.0,370.0,110.0,3770.0,2850.0,800.0,410.0,880.0,46952000000.0,1800.0,-9457000000.0,-360.0,2130.0,2360.0,360.0,700.0,3440.0,390.0,1180.0,460.0,700.0,5360.0,68000.0,71000.0,2820.0,129000.0,1370.0,2460.0,870.0,197000.0,126000.0,12.824922077922075
ODL,15279000.0,14574000.0,301000.0,1488000.0,-1084000.0,259000.0,991000.0,-1816000.0,42000.0,1677000.0,,1731000.0,,1731000.0,,1752000.0,1752000.0,41486000.0,2335000.0,35093000.0,412000.0,120000.0,2643000.0,36328000.0,15687000.0,16424000.0,22000.0,7698000.0,988000.0,,82598000.0,35364000.0,61992000.0,,12592000.0,,9909000.0,16899000.0,2420000.0,,662000.0,12594000.0,10837000.0,25939000.0,6425000.0,,1316000.0,1467000.0,76602000.0,99805000.0,2953000.0,1106000.0,-2518000.0,2558000.0,-696000.0,,,-1470000.0,3080.0,25030478000.0,-2610.0,1790.0,-4270.0,17140.0,2530.0,1220.0,-70.0,13140.0,-20.0,32729.0,2610.0,1030.0,-151690.0,16460.0,1810.0,-2240.0,-260.0,2100.0,-1140.0,-600.0,3730.0,-5860.0,134277000000.0,33810.0,-11714000000.0,-2950.0,-1570.0,-1170.0,90.0,190.0,300.0,90.0,80.0,-1120.0,-1720.0,5310.0,69000.0,767000.0,3650.0,100000.0,1510.0,1590.0,780.0,169000.0,-598000.0,1.054347041847042
OEX,90996000.0,76443000.0,3564000.0,5236000.0,5753000.0,298000.0,1273000.0,4778000.0,244000.0,2063000.0,,2959000.0,,2959000.0,,1917000.0,1917000.0,66637000.0,58456000.0,12272000.0,1257000.0,495000.0,52585000.0,21184000.0,61489000.0,239000.0,3170000.0,9544000.0,,23521000.0,1265000.0,-97000.0,34149000.0,,7303000.0,,1618000.0,20000000.0,5678000.0,37188000.0,82817000.0,,,,2723000.0,6000.0,109105000.0,,,,6190000.0,674000.0,-465000.0,13680000.0,-2150000.0,9989000.0,0.0,3464000.0,16000.0,6325000000.0,8620.0,1860.0,-800.0,25450.0,43860.0,360.0,1070.0,14910.0,1840.0,8710.0,16110.0,370.0,8770.0,6960.0,640.0,1770.0,180.0,680.0,1080.0,430.0,1060.0,970.0,89645000000.0,6130.0,674000000.0,50.0,920.0,1080.0,70.0,830.0,1060.0,80.0,740.0,30.0,20.0,4680.0,78000.0,112000.0,9190.0,40000.0,3170.0,4770.0,1900.0,118000.0,6000.0,10.531934343434342
OIL,20594000.0,,,,-13173000.0,2508000.0,6321000.0,-9525000.0,863000.0,-3647000.0,,-5015000.0,,-5015000.0,0.0,-41625000.0,-39167000.0,1052763000.0,1060876000.0,10333000.0,27805000.0,101888000.0,75788000.0,9321000.0,12048000.0,61970000.0,84000.0,734000.0,37559000.0,590624000.0,52860000.0,2419395000.0,872957000.0,5339000.0,262650000.0,,5561000.0,,,321238000.0,149864000.0,88501000.0,394045000.0,,22773000.0,2071000.0,1544723000.0,,,,-30901000.0,1565000.0,-33735000.0,0.0,5214000.0,48169000.0,,17600000.0,1940.0,1345412000.0,165460.0,10.0,-536160.0,,56300.0,30.0,-308600.0,220.0,-152550.0,670.0,324920.0,5770.0,-2130.0,-2180.0,750.0,3360.0,2110.0,120.0,720.0,690.0,27630.0,6410.0,735261000000.0,-3660.0,434538000000.0,-2160.0,230.0,720.0,50.0,80.0,100.0,50.0,20.0,-250.0,57390.0,11100.0,33000.0,1296000.0,,,1100.0,70.0,70.0,,,29.680862914862914
OPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPG,265751000.0,,,,81106000.0,2870000.0,64588000.0,135775000.0,1045820000.0,109876000.0,,-9496000.0,,-9496000.0,,7025000.0,11794000.0,5841125000.0,202524000.0,1060946000.0,294376000.0,5697000.0,79278000.0,28271000.0,120420000.0,145906000.0,17898000.0,1653000.0,2419572000.0,229712000.0,,2061000.0,2320346000.0,,6075608000.0,,48190000.0,117448000.0,1246550000.0,529676000.0,,14563000.0,,4315324000.0,,,,,,,62850000.0,440638000.0,-185576000.0,30974000.0,-16360000.0,,,,1670.0,4294547870000.0,50.0,30860.0,-1230.0,,240.0,6940.0,-240.0,103650.0,-240.0,18240.0,3100.0,12870.0,-12740.0,-19640.0,920.0,33870.0,18050.0,1310.0,770.0,520.0,3040.0,120.0,1856059000000.0,-11260.0,1491986000000.0,-9050.0,40.0,770.0,60.0,170.0,700.0,70.0,40.0,-130.0,2960.0,4310.0,85000.0,1075000.0,1380.0,265000.0,380.0,170.0,110.0,379000.0,-130000.0,30.501386724386723
